subject,gender,age,recall,survey,condition,subdesign,structure,distance,item,raw.judgment,zscores
114,F,19,4.25,6,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.6.a,7,1.404945426
115,M,20,4.25,6,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.6.a,7,0.788997184
116,M,20,5.25,6,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.6.a,6,0.947268532
117,M,21,3.25,6,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.6.a,5,0.081393757
118,M,21,3.5,6,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.6.a,7,0.678929123
119,F,21,5.25,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,7,1.285767348
120,M,22,4.75,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,5,1.261562377
121,F,22,5.0,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,5,0.980760865
122,F,21,6.25,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,6,0.861640437
123,F,21,6.25,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,5,0.686940718
124,F,24,5.25,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,6,0.612339128
125,M,22,2.75,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,7,1.153480927
126,M,21,3.75,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,6,0.887715291
127,F,22,2.25,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,6,0.633619225
128,M,19,3.75,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,5,0.94071059
129,M,21,2.5,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,5,0.389077173
130,M,21,3.75,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,6,1.592586571
131,F,21,1.75,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,7,1.085701579
132,M,25,2.75,7,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.7.a,6,0.930376243
133,M,24,4.5,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.8.a,1,-1.173206008
134,F,21,3.75,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.8.a,3,-0.130306442
135,F,20,4.0,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.8.a,5,0.560359004
136,M,20,3.75,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.8.a,7,1.234491513
137,M,25,3.0,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.8.a,6,1.048540958
138,M,20,3.0,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.8.a,7,1.008069115
139,F,22,3.75,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.8.a,7,0.961490831
140,M,20,4.75,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.8.a,4,0.61753341
141,F,19,6.5,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.8.a,7,0.960204268
142,M,22,4.0,8,ADJ.isl.ma,adj,island,matrix,ADJ.isl.ma.8.a,7,1.174933277
1,F,21,3.5,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,1,-1.150157973
2,F,21,5.75,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,4,-0.174925579
3,M,22,3.5,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,7,1.435654211
4,F,24,5.75,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,7,0.981887246
5,F,23,3.25,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,4,-0.625462792
6,M,24,6.5,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,6,0.65926204
7,F,21,3.5,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,6,0.60674904
8,F,21,3.75,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,7,1.174475466
9,F,22,3.5,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,4,0.175579998
10,F,21,4.25,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,6,1.035413102
11,F,25,4.0,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,6,0.79190248
12,F,22,3.5,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,6,0.682589556
13,M,19,1.75,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,7,0.667139983
14,F,18,3.5,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,6,0.576884186
15,F,20,4.75,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,7,0.851308568
16,M,21,3.25,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,7,1.584321759
17,F,21,3.5,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,7,1.126694722
18,F,21,4.25,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,4,-0.04248978
19,M,20,3.75,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,3,-0.183174342
20,M,22,3.0,1,ADJ.non.em,adj,non,embedded,ADJ.non.em.1.a,6,0.438206095
21,M,19,6.25,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,6,1.300243473
22,F,19,5.25,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,6,0.92974261
23,M,22,5.25,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,1,-1.623106643
24,F,24,4.5,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,6,0.650587931
25,M,25,3.0,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,6,0.79385662
26,M,22,4.5,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,7,1.150833535
27,M,20,3.75,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,5,0.508345964
28,M,21,4.0,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,7,1.245814211
29,F,21,3.0,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,5,0.455590424
30,M,19,4.75,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,3,-0.497593962
31,M,21,5.0,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,4,0.096262981
32,M,19,4.0,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,6,0.927237164
33,M,19,5.0,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,3,-0.408095699
34,F,18,3.5,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,6,0.656960277
35,F,21,4.75,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,3,-0.478338552
36,F,20,5.0,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,2,-0.781424489
37,F,20,4.5,2,ADJ.non.em,adj,non,embedded,ADJ.non.em.2.a,1,-1.117203012
38,M,20,4.25,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,4,0.239596609
39,F,19,4.25,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,6,1.171607251
40,F,20,2.75,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,3,-0.513829011
41,F,21,3.5,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,5,1.39420283
42,F,22,4.0,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,5,1.13263649
43,M,21,3.25,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,1,-1.086997813
44,F,20,4.5,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,5,0.528149571
45,F,23,4.0,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,4,-0.197613158
46,M,21,3.0,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,3,-0.847545235
47,F,20,2.5,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,6,0.494866509
48,M,21,3.75,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,4,0.33433433
49,M,21,5.75,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,5,0.498626641
50,M,21,2.5,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,6,0.465918821
51,M,21,4.75,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,4,-0.077240941
52,F,22,3.0,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,6,0.978021971
53,F,19,3.0,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,7,1.139328562
54,F,19,3.25,3,ADJ.non.em,adj,non,embedded,ADJ.non.em.3.a,6,0.681633467
55,F,21,4.0,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,6,0.661831643
56,M,21,2.75,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,6,0.648434609
57,M,21,4.25,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,5,0.548381026
58,M,20,3.25,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,3,-0.268988259
59,F,21,5.5,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,4,0.346121602
60,F,20,4.0,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,5,1.051609411
61,F,20,3.75,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,6,1.144148331
62,F,19,4.0,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,7,1.148888468
63,M,21,3.75,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,3,-0.207547319
64,F,23,4.75,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,5,0.578892904
65,F,24,4.0,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,1,-1.127922051
66,M,23,5.5,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,7,1.935051383
67,F,21,4.25,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,6,0.481558024
68,M,23,4.5,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,7,1.293715325
69,M,20,3.5,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,6,1.371232535
70,F,20,2.75,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,7,0.98346823
71,F,22,4.5,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,7,1.315612531
72,F,21,4.5,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,5,0.34334375
73,F,21,4.5,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,7,1.011498518
74,F,21,3.5,4,ADJ.non.em,adj,non,embedded,ADJ.non.em.4.a,6,1.090095896
75,F,22,3.5,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,7,0.96965073
76,F,21,4.75,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,6,0.765098808
77,F,21,5.25,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,2,-0.879285371
78,M,19,4.25,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,3,-0.337949326
79,M,20,5.25,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,7,1.303033073
80,F,18,5.0,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,7,1.488320744
81,M,18,5.5,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,1,-1.0757309
82,M,27,4.0,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,2,-0.468842111
83,F,21,3.0,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,3,-0.465940234
84,M,20,4.5,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,5,0.451307807
85,F,21,4.5,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,7,1.04351552
86,F,21,4.5,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,7,0.961786541
87,F,21,4.75,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,4,-0.536460488
88,F,20,6.0,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,7,1.246976016
89,F,22,3.5,5,ADJ.non.em,adj,non,embedded,ADJ.non.em.5.a,7,0.852280482
90,M,20,4.25,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,5,0.0
91,M,20,5.25,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,2,-0.889858318
92,M,22,2.75,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,4,-0.209763912
93,M,25,4.75,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,4,-0.014213198
94,F,22,6.0,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,3,-0.461787072
95,M,21,6.0,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,2,-0.830410076
96,F,18,4.75,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,7,0.768279486
97,M,19,3.75,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,4,-0.87546019
98,M,21,4.75,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,2,-0.926652719
99,M,22,3.5,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,3,-0.461049427
100,F,21,3.0,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,6,0.907099295
101,F,21,4.75,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,7,0.908064561
102,M,24,4.0,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,1,-0.919482393
103,M,22,3.75,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,6,0.528773002
104,F,23,4.25,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,7,0.83202216
105,F,21,4.5,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,1,-1.430788673
106,M,25,4.75,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,1,-1.379221907
107,M,21,5.0,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,4,0.0
108,F,21,4.75,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,5,0.515597165
109,F,23,5.5,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,6,0.826319649
110,F,25,6.0,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,1,-1.217196088
111,M,21,4.0,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,5,0.212855634
112,F,21,4.5,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,1,-1.183770192
113,M,19,3.75,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,5,0.357119149
114,F,19,4.25,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,4,-0.213551705
115,M,20,4.25,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,5,0.0
116,M,20,5.25,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,2,-0.889858318
117,M,21,3.25,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,1,-1.481366371
118,M,21,3.5,6,ADJ.non.em,adj,non,embedded,ADJ.non.em.6.a,7,0.678929123
119,F,21,5.25,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,1,-1.51954323
120,M,22,4.75,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,2,-0.502175315
121,F,22,5.0,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,2,-1.036804343
122,F,21,6.25,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,1,-0.984731928
123,F,21,6.25,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,1,-0.961717005
124,F,24,5.25,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,5,0.21514618
125,M,22,2.75,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,1,-1.202565222
126,M,21,3.75,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,3,-0.772427591
127,F,22,2.25,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,2,-0.98844599
128,M,19,3.75,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,3,-0.40717324
129,M,21,2.5,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,1,-1.629917887
130,M,21,3.75,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,4,0.359616322
131,F,21,1.75,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,2,-1.220213279
132,M,25,2.75,7,ADJ.non.em,adj,non,embedded,ADJ.non.em.7.a,3,-0.409365547
133,M,24,4.5,8,ADJ.non.em,adj,non,embedded,ADJ.non.em.8.a,7,1.141063377
134,F,21,3.75,8,ADJ.non.em,adj,non,embedded,ADJ.non.em.8.a,6,1.1206354
135,F,20,4.0,8,ADJ.non.em,adj,non,embedded,ADJ.non.em.8.a,3,-0.474149927
136,M,20,3.75,8,ADJ.non.em,adj,non,embedded,ADJ.non.em.8.a,5,0.25506023
137,M,25,3.0,8,ADJ.non.em,adj,non,embedded,ADJ.non.em.8.a,4,0.180782924
138,M,20,3.0,8,ADJ.non.em,adj,non,embedded,ADJ.non.em.8.a,7,1.008069115
139,F,22,3.75,8,ADJ.non.em,adj,non,embedded,ADJ.non.em.8.a,7,0.961490831
140,M,20,4.75,8,ADJ.non.em,adj,non,embedded,ADJ.non.em.8.a,2,-0.323469881
141,F,19,6.5,8,ADJ.non.em,adj,non,embedded,ADJ.non.em.8.a,5,0.251130347
142,M,22,4.0,8,ADJ.non.em,adj,non,embedded,ADJ.non.em.8.a,6,0.757179223
1,F,21,3.5,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,1,-1.150157973
2,F,21,5.75,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,1.399404635
3,M,22,3.5,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,1.435654211
4,F,24,5.75,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,0.981887246
5,F,23,3.25,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,6,0.914137926
6,M,24,6.5,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,1.234618001
7,F,21,3.5,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,1.028835328
8,F,21,3.75,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,6,0.696722734
9,F,22,3.5,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,6,0.97823142
10,F,21,4.25,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,6,1.035413102
11,F,25,4.0,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,6,0.79190248
12,F,22,3.5,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,1.186655689
13,M,19,1.75,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,0.667139983
14,F,18,3.5,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,1.002890969
15,F,20,4.75,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,0.851308568
16,M,21,3.25,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,6,0.923039633
17,F,21,3.5,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,1.126694722
18,F,21,4.25,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,6,0.773313999
19,M,20,3.75,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,5,0.742338125
20,M,22,3.0,1,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.1.a,7,0.916249107
21,M,19,6.25,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,4,0.340063677
22,F,19,5.25,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,6,0.92974261
23,M,22,5.25,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,7,0.931290697
24,F,24,4.5,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,5,0.228584949
25,M,25,3.0,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,6,0.79385662
26,M,22,4.5,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,5,0.294399276
27,M,20,3.75,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,4,-0.072620852
28,M,21,4.0,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,4,-0.430795568
29,F,21,3.0,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,1,-1.079029952
30,M,19,4.75,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,4,0.114829376
31,M,21,5.0,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,5,0.866366829
32,M,19,4.0,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,3,-0.540039228
33,M,19,5.0,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,4,0.047452988
34,F,18,3.5,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,7,1.056126015
35,F,21,4.75,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,7,1.105127
36,F,20,5.0,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,5,0.661205336
37,F,20,4.5,2,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.2.a,4,0.048574044
38,M,20,4.25,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,6,1.239652022
39,F,19,4.25,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,3,-0.23432145
40,F,20,2.75,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,6,0.761884395
41,F,21,3.5,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,1,-1.131145692
42,F,22,4.0,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,1,-0.938470235
43,M,21,3.25,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,7,1.086997813
44,F,20,4.5,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,5,0.528149571
45,F,23,4.0,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,6,0.856323684
46,M,21,3.0,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,5,0.366847937
47,F,20,2.5,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,7,0.926750008
48,M,21,3.75,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,6,1.441096251
49,M,21,5.75,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,6,0.941850321
50,M,21,2.5,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,6,0.465918821
51,M,21,4.75,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,7,1.03502861
52,F,22,3.0,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,5,0.526627215
53,F,19,3.0,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,7,1.139328562
54,F,19,3.25,3,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.3.a,6,0.681633467
55,F,21,4.0,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.035571865
56,M,21,2.75,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.127278628
57,M,21,4.25,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,4,0.161288537
58,M,20,3.25,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.250004261
59,F,21,5.5,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,2.00750529
60,F,20,4.0,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,6,1.577414116
61,F,20,3.75,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.630158241
62,F,19,4.0,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.148888468
63,M,21,3.75,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.386416094
64,F,23,4.75,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,6,0.98160101
65,F,24,4.0,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.296268625
66,M,23,5.5,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,2,-0.630762606
67,F,21,4.25,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,0.943853727
68,M,23,4.5,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.293715325
69,M,20,3.5,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,6,1.371232535
70,F,20,2.75,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,0.98346823
71,F,22,4.5,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.315612531
72,F,21,4.5,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.52052232
73,F,21,4.5,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.011498518
74,F,21,3.5,4,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.4.a,7,1.613341925
75,F,22,3.5,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,6,0.522119624
76,F,21,4.75,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,6,0.765098808
77,F,21,5.25,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,7,1.056755813
78,M,19,4.25,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,2,-0.764832685
79,M,20,5.25,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,5,0.224660875
80,F,18,5.0,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,5,0.542103582
81,M,18,5.5,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,7,0.910233839
82,M,27,4.0,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,3,0.04262201
83,F,21,3.0,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,7,1.13156914
84,M,20,4.5,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,5,0.451307807
85,F,21,4.5,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,5,0.107277296
86,F,21,4.5,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,7,0.961786541
87,F,21,4.75,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,6,0.453928105
88,F,20,6.0,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,6,0.78298494
89,F,22,3.5,5,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.5.a,7,0.852280482
90,M,20,4.25,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,7,0.788997184
91,M,20,5.25,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,6,0.947268532
92,M,22,2.75,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,6,1.132725124
93,M,25,4.75,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,5,0.668020297
94,F,22,6.0,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,5,0.407459181
95,M,21,6.0,6,ADJ.non.ma,adj,non,matrix,ADJ.non.ma.6.a,5,0.428316776
